1741,19
1741,18
1741,18
1741,17
1741,17
1741,16
1741,16
1741,15
1741,15
1741,14
1741,14
1741,14
1740,14
1740,13
1739,13
1739,13
1738,13
1738,13
1738,12
1737,12
1737,12
1737,12
1736,12
1735,11
1735,10
1734,10
1734,10
1733,10
1733,9
1732,9
1731,9
1731,9
1730,8
1730,8
1729,8
1729,8
1729,8
1727,7
1727,7
1726,7
1726,7
1725,6
1725,6
1724,6
1723,6
1722,6
1721,6
1720,5
1719,5
1718,4
1716,4
1716,4
1715,4
1713,4
1712,3
1711,3
1709,3
1708,3
1707,3
1706,3
1704,3
1703,2
1702,2
1701,2
1699,2
1698,1
1696,1
1694,1
1692,1
1691,1
1689,1
1687,1
1685,0
1683,0
1681,0
1679,0
1677,0
1675,0
1673,0
1671,0
1671,0
1669,-1
1666,0
1664,0
1662,0
1660,0
1658,0
1656,0
1654,0
1651,-1
1648,0
1646,0
1644,0
1642,0
1640,0
1638,0
1636,0
1633,0
1632,0
1630,0
1627,0
1625,0
1622,0
1620,0
1617,0
1615,0
1612,0
1610,0
1607,0
1604,0
1601,-1
1598,0
1595,0
1592,0
1590,0
1589,0
1586,0
1583,0
1580,0
1578,0
1575,0
1572,0
1570,0
1567,0
1564,0
1561,0
1558,0
1556,0
1553,0
1550,0
1547,0
1544,0
1542,0
1539,0
1536,0
1533,0
1531,0
1528,0
1525,0
1522,1
1519,1
1517,1
1514,1
1511,1
1509,1
1506,1
1503,1
1501,1
1498,1
1495,1
1494,1
1492,1
1489,1
1486,1
1484,2
1481,2
1479,2
1477,3
1474,3
1472,3
1470,3
1468,3
1465,3
1463,3
1460,3
1458,3
1456,3
1455,3
1453,3
1450,3
1448,3
1446,3
1444,3
1442,3
1440,3
1438,3
1435,3
1433,3
1431,3
1429,3
1427,3
1425,3
1424,3
1421,3
1419,3
1419,3
1417,3
1415,3
1413,3
1412,3
1410,3
1409,3
1407,3
1405,3
1404,3
1403,3
1401,3
1400,3
1399,3
1397,3
1397,3
1396,3
1395,3
1394,3
1393,3
1391,3
1390,3
1389,3
1388,3
1387,3
1386,3
1385,3
1385,3
1383,3
1382,3
1382,3
1380,3
1380,3
1379,3
1377,3
1377,3
1376,3
1375,3
1374,3
1373,3
1373,3
1372,3
1371,3
1370,3
1370,3
1369,3
1369,3
1367,3
1367,3
1366,3
1366,3
1365,3
1365,3
1364,3
1363,3
1362,3
1362,3
1361,3
1360,3
1360,3
1359,3
1358,3
1358,3
1356,3
1356,3
1355,3
1354,3
1353,3
1353,3
1352,3
1352,3
1351,3
1351,3
1350,3
1349,3
1349,3
1348,3
1348,3
1347,3
1347,3
1346,3
1345,3
1345,3
1344,3
1344,3
1343,3
1343,3
1342,3
1341,3
1341,3
1340,3
1340,3
1339,3
1339,3
1338,3
1338,3
1337,3
1336,3
1336,3
1335,3
1335,3
1334,3
1334,3
1333,3
1332,3
1332,3
1331,3
1331,3
1330,3
1330,3
1329,3
1328,3
1328,3
1327,3
1327,4
1327,4
1326,4
1326,4
1325,4
1324,4
1324,4
1323,4
1323,4
1322,4
1322,4
1321,4
1320,4
1320,4
1319,4
1319,4
1318,4
1318,4
1317,4
1316,5
1316,5
1315,5
1315,5
1314,5
1314,5
1313,5
1312,5
1312,5
1311,5
1311,5
1310,5
1310,5
1309,5
1309,5
1308,5
1307,5
1307,5
1306,5
1306,5
1305,5
1305,5
1304,5
1303,5
1303,5
1302,5
1302,5
1301,5
1301,5
1300,5
1299,5
1299,5
1299,5
1298,5
1298,5
1297,5
1297,5
1296,5
1295,5
1295,5
1294,5
1294,5
1294,5
1293,5
1293,5
1292,5
1292,5
1291,5
1291,5
1290,5
1290,5
1289,5
1289,6
1288,6
1287,6
1287,6
1286,6
1286,6
1285,6
1285,6
1284,7
1283,7
